"GHIN","handicap_index","course_name","date","tees","course_rating","hole","par","hole_handicap","handicap_stroke","gross","net","OUT","IN","tot_FIR","tot_GIR","tot_putts","tot_chips","tot_penalties","tot_gross","tot_net","is_gross_birdie","is_gross_eagle_better","is_gross_par","is_gross_bogey","is_gross_bogey_worse","is_net_birdie","is_net_eagle_better","is_net_par","is_net_bogey","is_net_bogey_worse","FIR","OUT_FIR","IN_FIR","GIR","OUT_GIR","IN_GIR","putts","OUT_putts","IN_putts","chips","OUT_chips","IN_chips","penalties","OUT_penalties","IN_penalties","tee_club"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,7,4,1,0,6,6,41,44,4,5,34,5,0,85,76,0,0,0,0,1,0,0,0,0,1,0,3,1,0,2,3,3,16,18,0,2,3,0,0,0,"D"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,8,4,3,0,6,6,41,44,4,5,34,5,0,85,76,0,0,0,0,1,0,0,0,0,1,0,3,1,0,2,3,1,16,18,0,2,3,0,0,0,"D"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,9,3,7,0,3,3,41,44,4,5,34,5,0,85,76,0,0,1,0,0,0,0,1,0,0,0,3,1,0,2,3,1,16,18,1,2,3,0,0,0,"7"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,10,4,10,-1,5,4,41,44,4,5,34,5,0,85,76,0,0,0,1,0,0,0,1,0,0,0,3,1,1,2,3,3,16,18,0,2,3,0,0,0,"4"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,11,3,16,-1,4,3,41,44,4,5,34,5,0,85,76,0,0,0,1,0,0,0,1,0,0,0,3,1,0,2,3,1,16,18,2,2,3,0,0,0,"7"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,12,4,6,0,5,5,41,44,4,5,34,5,0,85,76,0,0,0,1,0,0,0,0,1,0,0,3,1,0,2,3,2,16,18,1,2,3,0,0,0,"D"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,13,5,18,-1,4,3,41,44,4,5,34,5,0,85,76,1,0,0,0,0,0,1,0,0,0,0,3,1,1,2,3,2,16,18,0,2,3,0,0,0,"D"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,14,4,4,0,6,6,41,44,4,5,34,5,0,85,76,0,0,0,0,1,0,0,0,0,1,0,3,1,0,2,3,2,16,18,0,2,3,0,0,0,"D"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,15,4,14,-1,5,4,41,44,4,5,34,5,0,85,76,0,0,0,1,0,0,0,1,0,0,0,3,1,0,2,3,2,16,18,0,2,3,0,0,0,"D"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,16,4,8,0,7,7,41,44,4,5,34,5,0,85,76,0,0,0,0,1,0,0,0,0,1,0,3,1,0,2,3,2,16,18,0,2,3,0,0,0,"4"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,17,3,12,-1,4,3,41,44,4,5,34,5,0,85,76,0,0,0,1,0,0,0,1,0,0,0,3,1,0,2,3,2,16,18,0,2,3,0,0,0,"GW"
"10526424",11.9,"Dell Urich",2025-08-31,"white",67.8,18,4,2,0,4,4,41,44,4,5,34,5,0,85,76,0,0,1,0,0,0,0,1,0,0,1,3,1,1,2,3,2,16,18,0,2,3,0,0,0,"D"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,1,4,10,-1,5,4,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,2,5,2,0,5,5,44,45,NA,NA,NA,NA,NA,89,77,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,3,4,18,-1,4,3,44,45,NA,NA,NA,NA,NA,89,77,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,4,3,8,-1,3,2,44,45,NA,NA,NA,NA,NA,89,77,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,5,5,4,0,8,8,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,6,3,16,-1,3,2,44,45,NA,NA,NA,NA,NA,89,77,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,7,4,12,-1,6,5,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,8,4,14,-1,6,5,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,9,3,6,0,4,4,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,10,4,3,0,5,5,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,11,5,1,0,7,7,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,12,3,17,-1,4,3,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,13,4,9,-1,6,5,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,14,4,7,-1,5,4,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,15,4,5,0,4,4,44,45,NA,NA,NA,NA,NA,89,77,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,16,4,13,-1,5,4,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,17,3,11,-1,4,3,44,45,NA,NA,NA,NA,NA,89,77,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",11.9,"Arizona National",2025-08-24,"white",65.8,18,5,15,-1,5,4,44,45,NA,NA,NA,NA,NA,89,77,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,1,4,9,0,5,5,39,33,5,10,31,9,0,72,65,0,0,0,1,0,0,0,0,1,0,1,3,2,0,4,6,2,18,13,1,6,3,0,0,0,"4"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,2,3,5,0,4,4,39,33,5,10,31,9,0,72,65,0,0,0,1,0,0,0,0,1,0,0,3,2,0,4,6,2,18,13,1,6,3,0,0,0,"7"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,3,5,13,-1,5,4,39,33,5,10,31,9,0,72,65,0,0,1,0,0,1,0,0,0,0,0,3,2,1,4,6,2,18,13,1,6,3,0,0,0,"D"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,4,4,17,-1,5,4,39,33,5,10,31,9,0,72,65,0,0,0,1,0,0,0,1,0,0,0,3,2,1,4,6,3,18,13,0,6,3,0,0,0,"D"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,5,3,11,0,4,4,39,33,5,10,31,9,0,72,65,0,0,0,1,0,0,0,0,1,0,0,3,2,0,4,6,2,18,13,1,6,3,0,0,0,"GW"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,6,5,15,-1,4,3,39,33,5,10,31,9,0,72,65,1,0,0,0,0,0,1,0,0,0,1,3,2,1,4,6,2,18,13,0,6,3,0,0,0,"D"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,7,4,1,0,5,5,39,33,5,10,31,9,0,72,65,0,0,0,1,0,0,0,0,1,0,0,3,2,0,4,6,2,18,13,1,6,3,0,0,0,"D"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,8,4,3,0,4,4,39,33,5,10,31,9,0,72,65,0,0,1,0,0,0,0,1,0,0,1,3,2,1,4,6,2,18,13,0,6,3,0,0,0,"D"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,9,3,7,0,3,3,39,33,5,10,31,9,0,72,65,0,0,1,0,0,0,0,1,0,0,0,3,2,0,4,6,1,18,13,1,6,3,0,0,0,"7"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,10,4,10,0,4,4,39,33,5,10,31,9,0,72,65,0,0,1,0,0,0,0,1,0,0,1,3,2,1,4,6,2,18,13,0,6,3,0,0,0,"4"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,11,3,16,-1,3,2,39,33,5,10,31,9,0,72,65,0,0,1,0,0,1,0,0,0,0,0,3,2,0,4,6,1,18,13,1,6,3,0,0,0,"7"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,12,4,6,0,3,3,39,33,5,10,31,9,0,72,65,1,0,0,0,0,1,0,0,0,0,0,3,2,1,4,6,1,18,13,0,6,3,0,0,0,"D"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,13,5,18,-1,5,4,39,33,5,10,31,9,0,72,65,0,0,1,0,0,1,0,0,0,0,0,3,2,0,4,6,1,18,13,1,6,3,0,0,0,"D"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,14,4,4,0,4,4,39,33,5,10,31,9,0,72,65,0,0,1,0,0,0,0,1,0,0,0,3,2,1,4,6,2,18,13,0,6,3,0,0,0,"D"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,15,4,14,-1,4,3,39,33,5,10,31,9,0,72,65,0,0,1,0,0,1,0,0,0,0,1,3,2,0,4,6,1,18,13,1,6,3,0,0,0,"D"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,16,4,8,0,4,4,39,33,5,10,31,9,0,72,65,0,0,1,0,0,0,0,1,0,0,0,3,2,1,4,6,2,18,13,0,6,3,0,0,0,"4"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,17,3,12,-1,3,2,39,33,5,10,31,9,0,72,65,0,0,1,0,0,1,0,0,0,0,0,3,2,1,4,6,2,18,13,0,6,3,0,0,0,"GW"
"10526424",14,"Dell Urich",2025-08-03,"white",67.8,18,4,2,0,3,3,39,33,5,10,31,9,0,72,65,1,0,0,0,0,1,0,0,0,0,0,3,2,1,4,6,1,18,13,0,6,3,0,0,0,"D"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,1,4,8,0,6,6,44,44,NA,NA,NA,NA,NA,88,80,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,2,4,16,-1,4,3,44,44,NA,NA,NA,NA,NA,88,80,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,3,3,10,0,3,3,44,44,NA,NA,NA,NA,NA,88,80,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,4,4,2,0,7,7,44,44,NA,NA,NA,NA,NA,88,80,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,5,4,4,0,4,4,44,44,NA,NA,NA,NA,NA,88,80,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,6,5,18,-1,7,6,44,44,NA,NA,NA,NA,NA,88,80,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,7,3,12,-1,4,3,44,44,NA,NA,NA,NA,NA,88,80,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,8,5,14,-1,5,4,44,44,NA,NA,NA,NA,NA,88,80,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,9,4,6,0,4,4,44,44,NA,NA,NA,NA,NA,88,80,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,10,5,1,0,5,5,44,44,NA,NA,NA,NA,NA,88,80,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,11,4,3,0,5,5,44,44,NA,NA,NA,NA,NA,88,80,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,12,4,9,0,4,4,44,44,NA,NA,NA,NA,NA,88,80,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,13,3,13,-1,4,3,44,44,NA,NA,NA,NA,NA,88,80,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,14,5,7,0,5,5,44,44,NA,NA,NA,NA,NA,88,80,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,15,3,17,-1,4,3,44,44,NA,NA,NA,NA,NA,88,80,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,16,4,15,-1,6,5,44,44,NA,NA,NA,NA,NA,88,80,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,17,4,5,0,7,7,44,44,NA,NA,NA,NA,NA,88,80,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",14,"Sewailo",2025-07-27,"white",68.9,18,4,11,-1,4,3,44,44,NA,NA,NA,NA,NA,88,80,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,1,4,7,0,5,5,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,2,4,9,0,7,7,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,3,5,11,0,4,4,46,43,NA,NA,NA,NA,NA,89,82,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,4,4,1,0,4,4,46,43,NA,NA,NA,NA,NA,89,82,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,5,4,3,0,5,5,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,6,3,13,-1,6,5,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,7,4,15,-1,6,5,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,8,3,5,0,5,5,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,9,5,17,-1,4,3,46,43,NA,NA,NA,NA,NA,89,82,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,10,4,2,0,5,5,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,11,3,14,-1,4,3,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,12,4,10,0,5,5,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,13,5,16,-1,4,3,46,43,NA,NA,NA,NA,NA,89,82,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,14,4,8,0,4,4,46,43,NA,NA,NA,NA,NA,89,82,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,15,3,6,0,5,5,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,16,5,18,-1,4,3,46,43,NA,NA,NA,NA,NA,89,82,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,17,4,12,-1,6,5,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.6,"Randolph North",2025-07-20,"white",69.8,18,4,4,0,6,6,46,43,NA,NA,NA,NA,NA,89,82,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,1,4,7,0,5,5,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,0,1,0,1,5,5,0,2,1,1,13,15,NA,NA,NA,0,0,0,"4"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,2,4,9,0,5,5,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,0,1,0,1,5,5,0,2,1,2,13,15,NA,NA,NA,0,0,0,"4"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,3,5,11,0,6,6,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,0,1,0,0,5,5,0,2,1,1,13,15,NA,NA,NA,0,0,0,"D"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,4,4,1,0,5,5,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,0,1,0,1,5,5,0,2,1,2,13,15,NA,NA,NA,0,0,0,"D"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,5,4,3,0,5,5,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,0,1,0,0,5,5,0,2,1,2,13,15,NA,NA,NA,0,0,0,"D"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,6,3,13,-1,3,2,41,43,10,3,28,NA,0,84,77,0,0,1,0,0,1,0,0,0,0,0,5,5,0,2,1,1,13,15,NA,NA,NA,0,0,0,"GW"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,7,4,15,-1,4,3,41,43,10,3,28,NA,0,84,77,0,0,1,0,0,1,0,0,0,0,1,5,5,1,2,1,2,13,15,NA,NA,NA,0,0,0,"D"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,8,3,5,0,4,4,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,0,1,0,0,5,5,0,2,1,1,13,15,NA,NA,NA,0,0,0,"7"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,9,5,17,-1,4,3,41,43,10,3,28,NA,0,84,77,1,0,0,0,0,0,1,0,0,0,1,5,5,1,2,1,1,13,15,NA,NA,NA,0,0,0,"D"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,10,4,2,0,5,5,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,0,1,0,1,5,5,0,2,1,1,13,15,NA,NA,NA,0,0,0,"D"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,11,3,14,-1,4,3,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,1,0,0,0,5,5,0,2,1,2,13,15,NA,NA,NA,0,0,0,"6"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,12,4,10,0,5,5,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,0,1,0,1,5,5,0,2,1,2,13,15,NA,NA,NA,0,0,0,"D"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,13,5,16,-1,5,4,41,43,10,3,28,NA,0,84,77,0,0,1,0,0,1,0,0,0,0,1,5,5,0,2,1,1,13,15,NA,NA,NA,0,0,0,"D"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,14,4,8,0,5,5,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,0,1,0,0,5,5,0,2,1,2,13,15,NA,NA,NA,0,0,0,"D"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,15,3,6,0,4,4,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,0,1,0,0,5,5,0,2,1,2,13,15,NA,NA,NA,0,0,0,"7"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,16,5,18,-1,6,5,41,43,10,3,28,NA,0,84,77,0,0,0,1,0,0,0,1,0,0,0,5,5,0,2,1,2,13,15,NA,NA,NA,0,0,0,"D"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,17,4,12,-1,3,2,41,43,10,3,28,NA,0,84,77,1,0,0,0,0,0,1,0,0,0,1,5,5,1,2,1,1,13,15,NA,NA,NA,0,0,0,"D"
"10526424",13.3,"Randolph North",2025-07-13,"white",69.8,18,4,4,0,6,6,41,43,10,3,28,NA,0,84,77,0,0,0,0,1,0,0,0,0,1,1,5,5,0,2,1,2,13,15,NA,NA,NA,0,0,0,"D"
"10526424",12.9,"Randolph North",2025-06-22,"white",69.8,1,4,7,0,5,5,42,45,NA,NA,NA,NA,NA,87,79,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",12.9,"Randolph North",2025-06-22,"white",69.8,2,4,9,0,4,4,42,45,NA,NA,NA,NA,NA,87,79,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",12.9,"Randolph North",2025-06-22,"white",69.8,3,5,11,-1,5,4,42,45,NA,NA,NA,NA,NA,87,79,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",12.9,"Randolph North",2025-06-22,"white",69.8,4,4,1,0,4,4,42,45,NA,NA,NA,NA,NA,87,79,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",12.9,"Randolph North",2025-06-22,"white",69.8,5,4,3,0,4,4,42,45,NA,NA,NA,NA,NA,87,79,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"10526424",12.9,"Randolph North",2025-06-22,"white",69.8,6,3,13,-1,4,3,42,45,NA,NA,NA,NA,NA,87,79,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
