"course_name","date","tees","hole","par","gross","stroke","lie","club","yds_to_target","yds_traveled","on_target","miss_direction","shot_type"
"Randolph North","2026-01-04","combo","hole_17",4,6,3,"rough","4",220,220,"no","left","full"
"Dell Urich","2026-01-11","combo","hole_1",4,5,1,"tee","4",220,262,"no","right","full"
"Dell Urich","2026-01-11","combo","hole_3",5,4,2,"fairway","5",220,240,"no","left","full"
"Dell Urich","2026-01-11","combo","hole_6",5,6,1,"tee","D",260,204,"no","short","full"
"Dell Urich","2026-01-11","combo","hole_7",4,5,1,"tee","D",270,252,"no","right","full"
"Dell Urich","2026-01-11","combo","hole_9",3,4,1,"tee","8",160,114,"no","short","choked"
"Dell Urich","2026-01-11","combo","hole_15",4,6,3,"rough","5",70,68,"yes","on_target","punch"
"Dell Urich","2026-01-11","combo","hole_16",4,5,2,"rough","7",180,123,"no","short","full"
"Randolph North","2026-01-25","combo","hole_8",3,3,1,"tee","7",170,174,"no","right","full"
"Randolph North","2026-02-08","combo","hole_14",4,5,2,"fairway","PW",145,120,"no","short","full"
"Dell Urich","2026-02-22","combo","hole_1",4,6,2,"fairway","9",150,151,"no","right","full"
"Dell Urich","2026-02-22","combo","hole_8",4,5,2,"fairway","9",155,170,"no","long","full"
"Dell Urich","2026-02-22","combo","hole_10",4,5,2,"rough","GW",100,87,"yes","on_target","choked"
"Randolph North","2026-03-08","blue","hole_2",4,5,1,"tee","D",270,227,"no","left","tee"
"Randolph North","2026-03-08","blue","hole_2",4,5,2,"rough","6",180,93,"no","short","full"
"Randolph North","2026-03-08","blue","hole_2",4,5,3,"fairway","GW",100,114,"no","long","choked"
"Randolph North","2026-03-08","blue","hole_7",4,4,2,"rough","5",150,126,"yes","short","punch"
"Randolph North","2026-03-08","blue","hole_10",4,6,2,"rough","5",120,121,"yes","on_target","punch"
"Randolph North","2026-03-08","blue","hole_11",3,3,1,"tee","6",185,183,"yes","on_target","tee"
"Randolph North","2026-03-08","blue","hole_13",5,5,1,"tee","D",270,234,"yes","short","tee"
"Randolph North","2026-03-08","blue","hole_14",4,5,1,"tee","D",270,286,"no","right","tee"
"Randolph North","2026-03-08","blue","hole_15",3,4,1,"tee","4",220,196,"no","right","tee"
"Randolph North","2026-03-08","blue","hole_16",5,5,1,"tee","D",270,309,"yes","on_target","tee"
"Dell Urich","2026-03-29","blue","hole_5",3,5,1,"tee","PW",145,131,"no","short","tee"
"Dell Urich","2026-03-29","blue","hole_11",3,3,2,"rough","GW",17,12,"yes","on_target","chip"
"Dell Urich","2026-03-29","blue","hole_18",4,5,2,"rough","4",120,84,"yes","on_target","punch"
"Randolph North","2026-04-05","blue","hole_3",5,5,3,"rough","SW",30,28,"yes","on_target","chip"
"Randolph North","2026-04-05","blue","hole_10",4,5,1,"tee","D",270,290,"no","right","tee"
"Randolph North","2026-04-05","blue","hole_10",4,5,2,"rough","GW",125,102,"no","short","full"
"Randolph North","2026-04-05","blue","hole_10",4,5,3,"fairway","SW",24,23,"yes","on_target","chip"
"Randolph North","2026-04-05","blue","hole_13",5,5,1,"tee","D",270,304,"no","right","tee"
"Randolph North","2026-04-05","blue","hole_14",4,4,2,"fairway","PW",140,139,"yes","on_target","full"
"Randolph North","2026-04-19","blue","hole_2",4,5,2,"rough","5",215,222,"no","right","full"
"Randolph North","2026-04-19","blue","hole_3",5,6,2,"fairway","3W",250,242,"yes","on_target","full"
"Randolph North","2026-04-19","blue","hole_6",3,4,2,"rough","GW",40,35,"yes","on_target","chip"
"Randolph North","2026-04-19","blue","hole_12",4,6,3,"fairway","GW",50,60,"no","long","chip"
"Randolph North","2026-04-19","blue","hole_15",3,4,1,"tee","7",185,160,"no","short","tee"
"Dell Urich","2026-04-26","combo","hole_3",5,4,2,"fairway","3W",240,235,"no","right","full"
"Dell Urich","2026-04-26","combo","hole_4",4,9,5,"sand","LW",15,15,"yes","on_target","gsbunker"
"Dell Urich","2026-04-26","combo","hole_6",5,7,1,"tee","D",270,277,"yes","on_target","tee"
"Dell Urich","2026-04-26","combo","hole_7",4,5,2,"fairway","GW",110,108,"no","short","choked"
"Dell Urich","2026-04-26","combo","hole_8",4,7,1,"tee","D",270,56,"no","left","tee"
"Dell Urich","2026-04-26","combo","hole_8",4,7,4,"fairway","GW",15,12,"yes","on_target","chip"
"Dell Urich","2026-04-26","combo","hole_13",5,6,2,"rough","4",220,168,"yes","on_target","full"
"Randolph North","2026-01-04","combo","hole_1",4,5,2,"fairway","PW",138,138,"no","right","full"
"Dell Urich","2026-01-11","combo","hole_4",4,6,2,"rough","PW",121,6,"no","short","full"
"Dell Urich","2026-01-11","combo","hole_14",4,5,1,"tee","D",260,202,"no","left","full"
"Silverbell","2026-01-18","white","hole_2",5,6,1,"tee","D",270,266,"no","left","full"
"Silverbell","2026-01-18","white","hole_7",5,5,2,"rough","3W",250,214,"no","short","full"
"Silverbell","2026-01-18","white","hole_8",4,6,2,"rough","9",150,131,"no","short","punch"
"Silverbell","2026-01-18","white","hole_16",3,4,1,"tee","5",200,205,"no","right","full"
"Randolph North","2026-01-25","combo","hole_1",4,4,2,"rough","GW",110,104,"no","right","choked"
"Randolph North","2026-01-25","combo","hole_7",4,5,1,"tee","D",260,275,"no","right","full"
"Randolph North","2026-01-25","combo","hole_13",5,5,2,"rough","4",200,171,"no","right","full"
"Randolph North","2026-02-08","combo","hole_1",4,5,2,"rough","4",160,173,"no","long","punch"
"Randolph North","2026-02-08","combo","hole_4",4,5,3,"fairway","PW",15,15,"yes","on_target","chip"
"Randolph North","2026-02-08","combo","hole_8",3,4,1,"tee","7",185,179,"no","right","full"
"Randolph North","2026-02-08","combo","hole_16",5,4,1,"tee","D",270,304,"no","left","full"
"Dell Urich","2026-02-22","combo","hole_1",4,6,1,"tee","4",220,236,"yes","on_target","full"
"Dell Urich","2026-02-22","combo","hole_4",4,5,3,"sand","LW",15,14,"no","long","gsbunker"
"Dell Urich","2026-02-22","combo","hole_5",3,4,1,"tee","9",155,163,"no","long","full"
"Dell Urich","2026-02-22","combo","hole_13",5,8,1,"tee","D",270,276,"yes","on_target","full"
"Dell Urich","2026-02-22","combo","hole_13",5,8,6,"sand","LW",15,13,"no","on_target","gsbunker"
"Dell Urich","2026-02-22","combo","hole_14",4,7,4,"rough","SW",15,26,"no","long","chip"
"Dell Urich","2026-02-22","combo","hole_17",3,4,1,"tee","9",135,50,"no","short","full"
"Dell Urich","2026-02-22","combo","hole_17",3,4,2,"rough","GW",85,100,"yes","on_target","choked"
"Dell Urich","2026-02-22","combo","hole_18",4,6,1,"tee","D",270,243,"no","right","full"
"Dell Urich","2026-03-29","blue","hole_12",4,4,2,"fairway","5",205,194,"yes","on_target","full"
"Dell Urich","2026-03-29","blue","hole_16",4,5,1,"tee","4",220,205,"no","left","tee"
"Randolph North","2026-04-05","blue","hole_6",3,4,1,"tee","9",145,123,"no","short","tee"
"Randolph North","2026-04-05","blue","hole_7",4,6,4,"fairway","P",15,19,"yes","on_target","chip"
"Randolph North","2026-04-05","blue","hole_9",5,6,1,"tee","D",270,279,"yes","on_target","tee"
"Randolph North","2026-04-05","blue","hole_9",5,6,2,"fairway","6",190,165,"no","right","full"
"Randolph North","2026-04-05","blue","hole_12",4,5,1,"tee","D",270,267,"yes","on_target","tee"
"Randolph North","2026-04-05","blue","hole_14",4,4,1,"tee","D",270,286,"yes","on_target","tee"
"Randolph North","2026-04-05","blue","hole_15",3,6,1,"tee","6",190,180,"no","short","tee"
"Randolph North","2026-04-19","blue","hole_1",4,5,1,"tee","D",275,264,"no","left","tee"
"Randolph North","2026-04-19","blue","hole_3",5,6,4,"fairway","PW",16,19,"yes","on_target","chip"
"Randolph North","2026-04-19","blue","hole_10",4,4,3,"fairway","P",5,5,"yes","on_target","chip"
"Randolph North","2026-04-19","blue","hole_16",5,5,3,"rough","7",30,35,"yes","on_target","chip"
"Dell Urich","2026-04-26","combo","hole_4",4,9,3,"sand","LW",18,3,"no","short","gsbunker"
"Randolph North","2026-01-04","combo","hole_8",3,3,1,"tee","7",178,178,"no","right","full"
"Dell Urich","2026-01-11","combo","hole_4",4,6,1,"tee","4",220,174,"no","right","full"
"Dell Urich","2026-01-11","combo","hole_8",4,5,2,"rough","5",190,192,"no","left","full"
"Dell Urich","2026-01-11","combo","hole_12",4,5,1,"tee","D",260,110,"no","short","full"
"Dell Urich","2026-01-11","combo","hole_18",4,6,3,"rough","8",140,124,"no","short","full"
"Silverbell","2026-01-18","white","hole_4",4,4,1,"tee","D",270,287,"yes","on_target","full"
"Randolph North","2026-01-25","combo","hole_11",3,4,1,"tee","6",190,180,"no","right","full"
"Randolph North","2026-01-25","combo","hole_14",4,5,1,"tee","D",260,230,"no","right","full"
"Randolph North","2026-01-25","combo","hole_16",5,5,1,"tee","D",260,255,"no","left","full"
"Randolph North","2026-01-25","combo","hole_18",4,4,2,"fairway","PW",140,140,"yes","on_target","full"
"Randolph North","2026-02-08","combo","hole_4",4,5,1,"tee","D",270,261,"no","right","full"
"Randolph North","2026-02-08","combo","hole_8",3,4,2,"rough","PW",10,20,"yes","on_target","chip"
"Randolph North","2026-02-08","combo","hole_10",4,4,3,"fairway","SW",60,58,"yes","on_target","chip"
"Dell Urich","2026-02-22","combo","hole_1",4,6,3,"rough","SW",14,4,"no","short","chip"
"Dell Urich","2026-02-22","combo","hole_7",4,7,5,"rough","GW",20,28,"yes","on_target","chip"
"Dell Urich","2026-02-22","combo","hole_8",4,5,1,"tee","D",270,274,"yes","on_target","full"
"Dell Urich","2026-02-22","combo","hole_9",3,5,2,"rough","LW",20,30,"yes","long","chip"
"Dell Urich","2026-03-29","blue","hole_16",4,5,2,"rough","9",155,132,"no","short","full"
"Dell Urich","2026-03-29","blue","hole_17",3,3,2,"fairway","P",10,12,"yes","on_target","chip"
"Randolph North","2026-04-05","blue","hole_4",4,5,2,"fairway","7",175,168,"no","long","full"
"Randolph North","2026-04-05","blue","hole_5",4,5,2,"rough","8",165,167,"no","short","full"
"Randolph North","2026-04-05","blue","hole_9",5,6,3,"rough","SW",65,33,"no","short","chip"
"Randolph North","2026-04-05","blue","hole_17",4,4,1,"tee","D",270,273,"no","long","tee"
"Randolph North","2026-04-19","blue","hole_3",5,6,1,"tee","D",275,247,"yes","on_target","tee"
"Randolph North","2026-04-19","blue","hole_18",4,8,1,"tee","D",275,255,"yes","on_target","tee"
"Dell Urich","2026-04-26","combo","hole_2",3,5,1,"tee","9",160,155,"no","right","tee"
"Dell Urich","2026-04-26","combo","hole_4",4,9,2,"sand","LW",20,3,"no","short","gsbunker"
"Dell Urich","2026-04-26","combo","hole_5",3,3,2,"fairway","P",5,5,"yes","on_target","chip"
"Dell Urich","2026-04-26","combo","hole_14",4,5,1,"tee","D",270,254,"no","right","tee"
"Randolph North","2026-01-04","combo","hole_11",3,4,1,"tee","7",180,180,"no","long","full"
"Randolph North","2026-01-04","combo","hole_18",4,4,2,"fairway","4",180,180,"yes","on_target","full"
"Dell Urich","2026-01-11","combo","hole_10",4,4,1,"tee","D",280,266,"no","right","full"
"Dell Urich","2026-01-11","combo","hole_11",3,3,1,"tee","PW",150,150,"yes","on_target","full"
"Dell Urich","2026-01-11","combo","hole_15",4,6,1,"tee","D",250,232,"no","right","full"
"Dell Urich","2026-01-11","combo","hole_15",4,6,2,"rough","8",160,80,"no","short","full"
"Dell Urich","2026-01-11","combo","hole_18",4,6,4,"sand","LW",20,18,"yes","on_target","gsbunker"
"Silverbell","2026-01-18","white","hole_10",4,5,1,"tee","D",270,273,"yes","on_target","full"
"Silverbell","2026-01-18","white","hole_13",4,5,1,"tee","D",270,270,"no","left","full"
"Randolph North","2026-01-25","combo","hole_3",5,6,1,"tee","D",260,288,"no","right","full"
"Randolph North","2026-01-25","combo","hole_9",5,6,1,"tee","D",260,212,"yes","short","full"
"Randolph North","2026-02-08","combo","hole_9",5,5,3,"rough","PW",20,10,"yes","on_target","chip"
"Randolph North","2026-02-08","combo","hole_14",4,5,1,"tee","D",270,273,"yes","on_target","full"
"Randolph North","2026-02-08","combo","hole_17",4,6,3,"rough","SW",40,23,"no","short","chip"
"Dell Urich","2026-02-22","combo","hole_13",5,8,3,"sand","SW",55,42,"no","short","fwbunker"
"Randolph North","2026-03-08","blue","hole_1",4,5,3,"fairway","GW",13,8,"yes","on_target","chip"
"Randolph North","2026-03-08","blue","hole_3",5,5,3,"rough","GW",100,92,"yes","on_target","choked"
"Randolph North","2026-03-08","blue","hole_8",3,3,1,"tee","5",200,211,"no","right","tee"
"Randolph North","2026-03-08","blue","hole_12",4,5,2,"rough","PW",140,154,"no","long","full"
"Randolph North","2026-03-08","blue","hole_13",5,5,4,"fairway","GW",16,16,"yes","on_target","chip"
"Dell Urich","2026-03-29","blue","hole_4",4,4,2,"fairway","SW",75,85,"yes","on_target","choked"
"Dell Urich","2026-03-29","blue","hole_7",4,5,4,"fairway","PW",17,17,"yes","on_target","chip"
"Randolph North","2026-04-05","blue","hole_2",4,6,2,"rough","4",115,82,"no","short","punch"
"Randolph North","2026-04-05","blue","hole_5",4,5,3,"fairway","PW",13,17,"yes","on_target","chip"
"Randolph North","2026-04-19","blue","hole_5",4,5,2,"rough","4",220,74,"no","short","full"
"Randolph North","2026-04-19","blue","hole_13",5,6,4,"fairway","GW",50,46,"yes","on_target","chip"
"Dell Urich","2026-04-26","combo","hole_3",5,4,3,"rough","SW",35,32,"yes","on_target","chip"
"Dell Urich","2026-04-26","combo","hole_11",3,4,2,"sand","LW",30,25,"yes","on_target","gsbunker"
"Randolph North","2026-01-04","combo","hole_17",4,6,1,"tee","D",270,270,"no","left","full"
"Randolph North","2026-01-04","combo","hole_18",4,4,1,"tee","4",220,220,"yes","on_target","full"
"Dell Urich","2026-01-11","combo","hole_12",4,5,2,"rough","3W",230,220,"yes","on_target","full"
"Silverbell","2026-01-18","white","hole_11",4,6,2,"rough","8",160,114,"no","short","full"
"Silverbell","2026-01-18","white","hole_15",4,4,2,"sand","SW",50,34,"no","short","fwbunker"
"Randolph North","2026-01-25","combo","hole_10",4,5,1,"tee","D",260,251,"yes","on_target","full"
"Randolph North","2026-02-08","combo","hole_3",5,5,4,"fairway","P",5,5,"yes","on_target","putt"
"Randolph North","2026-02-08","combo","hole_14",4,5,3,"fairway","SW",30,26,"yes","on_target","chip"
"Dell Urich","2026-02-22","combo","hole_3",5,5,2,"rough","4",100,281,"yes","on_target","punch"
"Dell Urich","2026-02-22","combo","hole_6",5,5,4,"rough","SW",15,15,"yes","on_target","chip"
"Dell Urich","2026-02-22","combo","hole_10",4,5,1,"tee","D",270,289,"no","right","full"
"Dell Urich","2026-02-22","combo","hole_11",3,4,2,"fairway","PW",10,7,"yes","on_target","chip"
"Dell Urich","2026-02-22","combo","hole_15",4,5,1,"tee","D",270,153,"no","left","full"
"Dell Urich","2026-02-22","combo","hole_15",4,5,3,"rough","SW",26,24,"yes","on_target","chip"
"Dell Urich","2026-02-22","combo","hole_18",4,6,4,"fairway","LW",20,20,"yes","on_target","chip"
"Randolph North","2026-03-08","blue","hole_5",4,5,2,"rough","8",165,172,"no","left","full"
"Randolph North","2026-03-08","blue","hole_7",4,4,3,"fairway","PW",18,16,"yes","on_target","chip"
"Randolph North","2026-03-08","blue","hole_12",4,5,3,"rough","PW",10,18,"yes","on_target","chip"
"Randolph North","2026-03-08","blue","hole_18",4,6,1,"tee","D",270,249,"no","right","tee"
"Randolph North","2026-03-08","blue","hole_18",4,6,4,"rough","GW",32,30,"yes","on_target","chip"
"Dell Urich","2026-03-29","blue","hole_3",5,5,2,"fairway","3W",250,264,"no","right","full"
"Dell Urich","2026-03-29","blue","hole_5",3,5,3,"fairway","P",9,4,"yes","on_target","chip"
"Dell Urich","2026-03-29","blue","hole_6",5,6,4,"fairway","PW",22,20,"yes","on_target","chip"
"Dell Urich","2026-03-29","blue","hole_8",4,7,1,"tee","D",270,117,"no","left","tee"
"Randolph North","2026-04-05","blue","hole_2",4,6,4,"sand","LW",15,16,"yes","on_target","gsbunker"
"Randolph North","2026-04-05","blue","hole_3",5,5,2,"fairway","3W",250,260,"no","right","full"
"Randolph North","2026-04-05","blue","hole_9",5,6,5,"fairway","P",11,10,"yes","on_target","chip"
"Randolph North","2026-04-05","blue","hole_15",3,6,2,"tee","6",190,184,"no","short","tee"
"Randolph North","2026-04-05","blue","hole_17",4,4,2,"rough","4",150,144,"no","right","punch"
"Randolph North","2026-04-19","blue","hole_4",4,4,2,"rough","6",182,182,"yes","on_target","full"
"Randolph North","2026-04-19","blue","hole_7",4,4,1,"tee","D",275,263,"no","right","tee"
"Randolph North","2026-04-19","blue","hole_8",3,4,2,"fairway","SW",65,64,"yes","on_target","chip"
"Dell Urich","2026-04-26","combo","hole_1",4,5,1,"tee","D",270,229,"no","right","tee"
"Dell Urich","2026-04-26","combo","hole_1",4,5,2,"rough","9",160,174,"no","long","full"
"Dell Urich","2026-04-26","combo","hole_1",4,5,3,"rough","GW",35,40,"yes","on_target","chip"
"Dell Urich","2026-04-26","combo","hole_10",4,4,1,"tee","D",270,248,"no","right","tee"
"Dell Urich","2026-04-26","combo","hole_12",4,4,1,"tee","D",270,260,"yes","on_target","tee"
"Randolph North","2026-01-04","combo","hole_1",4,5,3,"fairway","7",10,15,"yes","on_target","chip"
"Randolph North","2026-01-04","combo","hole_2",4,4,2,"fairway","GW",110,110,"yes","on_target","choked"
"Randolph North","2026-01-04","combo","hole_4",4,5,2,"rough","5",130,130,"no","short","punch"
"Dell Urich","2026-01-11","combo","hole_6",5,6,3,"fairway","GW",110,102,"yes","on_target","choked"
"Dell Urich","2026-01-11","combo","hole_18",4,6,1,"tee","D",230,188,"no","right","full"
"Silverbell","2026-01-18","white","hole_17",4,5,2,"rough","5",80,97,"yes","on_target","punch"
"Randolph North","2026-01-25","combo","hole_7",4,5,2,"rough","GW",100,81,"no","short","choked"
"Randolph North","2026-01-25","combo","hole_15",3,3,1,"tee","8",180,181,"yes","on_target","full"
"Randolph North","2026-01-25","combo","hole_17",4,6,1,"tee","D",260,239,"no","left","full"
"Randolph North","2026-02-08","combo","hole_18",4,4,2,"rough","GW",130,130,"yes","on_target","full"
"Dell Urich","2026-02-22","combo","hole_13",5,8,4,"sand","LW",15,8,"no","short","gsbunker"
"Randolph North","2026-03-08","blue","hole_13",5,5,3,"rough","SW",90,86,"no","short","full"
"Dell Urich","2026-03-29","blue","hole_1",4,6,2,"fairway","PW",135,168,"no","long","full"
"Dell Urich","2026-03-29","blue","hole_16",4,5,3,"fairway","GW",20,10,"yes","on_target","chip"
"Dell Urich","2026-03-29","blue","hole_18",4,5,1,"tee","D",270,257,"no","left","tee"
"Randolph North","2026-04-05","blue","hole_2",4,6,3,"sand","SW",30,16,"no","short","gsbunker"
"Randolph North","2026-04-05","blue","hole_8",3,4,1,"tee","5",205,210,"no","long","tee"
"Randolph North","2026-04-05","blue","hole_13",5,5,3,"rough","SW",90,90,"yes","on_target","full"
"Randolph North","2026-04-19","blue","hole_12",4,6,4,"fairway","P",3,6,"yes","on_target","chip"
"Randolph North","2026-04-19","blue","hole_13",5,6,3,"rough","7",75,76,"yes","on_target","punch"
"Dell Urich","2026-04-26","combo","hole_3",5,4,1,"tee","D",270,298,"yes","on_target","tee"
"Dell Urich","2026-04-26","combo","hole_6",5,7,4,"fairway","6",180,173,"no","right","full"
"Dell Urich","2026-04-26","combo","hole_8",4,7,3,"fairway","GW",115,100,"no","short","full"
"Dell Urich","2026-04-26","combo","hole_11",3,4,1,"tee","6",180,168,"no","right","tee"
"Dell Urich","2026-04-26","combo","hole_13",5,6,3,"rough","GW",110,117,"no","long","choked"
"Dell Urich","2026-04-26","combo","hole_14",4,5,3,"rough","GW",75,73,"yes","on_target","choked"
"Randolph North","2026-01-04","combo","hole_2",4,4,1,"tee","4",220,220,"yes","on_target","full"
"Dell Urich","2026-01-11","combo","hole_1",4,5,2,"rough","7",180,126,"no","short","full"
"Silverbell","2026-01-18","white","hole_3",3,4,2,"sand","LW",15,15,"no","right","gsbunker"
"Silverbell","2026-01-18","white","hole_5",4,6,1,"tee","D",270,278,"yes","on_target","full"
"Silverbell","2026-01-18","white","hole_9",3,3,1,"tee","8",160,169,"yes","on_target","full"
"Silverbell","2026-01-18","white","hole_18",5,5,2,"fairway","5",190,202,"yes","on_target","full"
"Randolph North","2026-01-25","combo","hole_1",4,4,1,"tee","D",260,255,"no","right","full"
"Randolph North","2026-01-25","combo","hole_14",4,5,2,"rough","8",200,210,"no","left","punch"
"Randolph North","2026-02-08","combo","hole_4",4,5,2,"rough","9",150,149,"no","right","full"
"Randolph North","2026-02-08","combo","hole_9",5,5,1,"tee","D",270,263,"no","right","full"
"Randolph North","2026-02-08","combo","hole_13",5,6,3,"fairway","PW",130,150,"no","long","full"
"Randolph North","2026-02-08","combo","hole_13",5,6,4,"rough","SW",20,20,"yes","on_target","chip"
"Dell Urich","2026-02-22","combo","hole_15",4,5,2,"fairway","5",185,175,"no","left","full"
"Randolph North","2026-03-08","blue","hole_3",5,5,1,"tee","D",270,288,"no","right","tee"
"Randolph North","2026-03-08","blue","hole_3",5,5,2,"rough","4",220,220,"no","left","full"
"Randolph North","2026-03-08","blue","hole_13",5,5,2,"fairway","3W",250,220,"no","right","full"
"Randolph North","2026-03-08","blue","hole_17",4,4,2,"fairway","PW",135,123,"yes","on_target","full"
"Dell Urich","2026-03-29","blue","hole_8",4,7,4,"rough","GW",120,92,"no","right","full"
"Dell Urich","2026-03-29","blue","hole_8",4,7,5,"rough","GW",50,50,"yes","on_target","chip"
"Dell Urich","2026-03-29","blue","hole_11",3,3,1,"tee","7",185,191,"no","left","tee"
"Randolph North","2026-04-05","blue","hole_1",4,4,1,"tee","4",220,219,"no","right","tee"
"Randolph North","2026-04-05","blue","hole_2",4,6,1,"tee","D",270,308,"no","left","tee"
"Randolph North","2026-04-05","blue","hole_7",4,6,3,"fairway","PW",25,39,"no","long","chip"
"Randolph North","2026-04-19","blue","hole_4",4,4,1,"tee","D",275,240,"no","right","tee"
"Randolph North","2026-04-19","blue","hole_5",4,5,1,"tee","D",275,225,"no","left","tee"
"Randolph North","2026-04-19","blue","hole_6",3,4,1,"tee","9",135,97,"no","right","tee"
"Randolph North","2026-04-19","blue","hole_9",5,8,4,"rough","SW",45,72,"no","right","chip"
"Randolph North","2026-04-19","blue","hole_10",4,4,2,"rough","GW",115,115,"no","right","full"
"Randolph North","2026-04-19","blue","hole_11",3,3,1,"tee","7",185,186,"yes","on_target","tee"
"Randolph North","2026-04-19","blue","hole_14",4,4,1,"tee","D",275,277,"no","left","tee"
"Randolph North","2026-04-19","blue","hole_17",4,6,2,"fairway","GW",115,62,"no","short","full"
"Dell Urich","2026-04-26","combo","hole_4",4,9,1,"tee","D",270,275,"no","right","tee"
"Dell Urich","2026-04-26","combo","hole_5",3,3,1,"tee","9",155,151,"no","left","tee"
"Randolph North","2026-01-04","combo","hole_10",4,5,1,"tee","D",270,270,"no","right","full"
"Randolph North","2026-01-04","combo","hole_10",4,5,3,"rough","GW",60,60,"yes","on_target","choked"
"Randolph North","2026-01-04","combo","hole_15",3,3,1,"tee","7",179,179,"yes","on_target","full"
"Dell Urich","2026-01-11","combo","hole_4",4,6,5,"fairway","7",12,10,"yes","on_target","chip"
"Dell Urich","2026-01-11","combo","hole_10",4,4,2,"rough","GW",115,115,"yes","on_target","full"
"Dell Urich","2026-01-11","combo","hole_18",4,6,2,"rough","3W",190,133,"no","right","full"
