"course_name","lat","long","tees","to_par","slope","course_rating","hole","yds","par","hole_handicap"
"Crooked Tree",32.374983,-111.0558353,"white",72,123,68,9,353,4,6
"Crooked Tree",32.374983,-111.0558353,"white",72,123,68,10,363,4,9
"Crooked Tree",32.374983,-111.0558353,"white",72,123,68,11,482,5,7
"Crooked Tree",32.374983,-111.0558353,"white",72,123,68,12,341,4,11
"Crooked Tree",32.374983,-111.0558353,"white",72,123,68,13,147,3,15
"Crooked Tree",32.374983,-111.0558353,"white",72,123,68,14,397,4,5
"Crooked Tree",32.374983,-111.0558353,"white",72,123,68,15,521,5,1
"Crooked Tree",32.374983,-111.0558353,"white",72,123,68,16,191,3,17
"Crooked Tree",32.374983,-111.0558353,"white",72,123,68,17,356,4,3
"Crooked Tree",32.374983,-111.0558353,"white",72,123,68,18,352,4,13
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,1,373,4,9
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,2,213,3,5
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,3,557,5,13
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,4,299,4,17
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,5,156,3,11
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,6,540,5,15
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,7,445,4,1
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,8,457,4,3
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,9,187,3,7
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,10,390,4,10
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,11,193,3,16
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,12,451,4,6
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,13,515,5,18
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,14,468,4,4
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,15,429,4,14
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,16,380,4,8
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,17,137,3,12
"Dell Urich",32.2106312,-110.9138233,"blue",70,124,70.3,18,439,4,2
"Dell Urich",32.2106312,-110.9138233,"combo",70,120,68.5,1,373,4,9
"Dell Urich",32.2106312,-110.9138233,"combo",70,120,68.5,2,170,3,5
"Dell Urich",32.2106312,-110.9138233,"combo",70,120,68.5,3,557,5,13
"Dell Urich",32.2106312,-110.9138233,"combo",70,120,68.5,4,299,4,17
"Dell Urich",32.2106312,-110.9138233,"combo",70,120,68.5,5,156,3,11
"Dell Urich",32.2106312,-110.9138233,"combo",70,120,68.5,6,540,5,15
